 V1   V2   V3   V4   V5   V6   V7   V8   V9   V10  V11  V12  V13  V14  V15  V16  V17  V18  V19  V20  V21  V22  V23  V24  V25  V26  V27  V28  V29  V30 V31  V32  V33  V34  V35  V36  V37  V38  V39  V40  V41  V42  V43  V44  V45  V46  V47  V48  V49  V50  V51  V52  V53  V54  V55  V56  V57  V58  V59  V60   V61  V62  V63  V64  V65  V66  V67  V68  V69  V70  V71  V72  V73  V74  V75  V76  V77  V78  V79  V80  V81  V82  V83  V84  V85  V86  V87  V88  V89  V90   V91  V92  V93  V94  V95  V96  V97  V98  V99  V100 V101 V102 V103 V104 V105 V106 V107 V108 V109 V110 V111 V112 V113 V114 V115 V116 V117 V118 V119 V120 V121 V122 V123 V124 V125 V126 V127 V128 V129 V130 V131 V132 V133 V134 V135 V136 V137 V138 V139 V140 V141 V142 V143 V144 V145 V146 V147 V148 V149 V150 V151 V152 V153 V154 V155 V156 V157 V158 V159 V160
1173.5 69.6 0.735 7.3 6 0.91 10 0.87 15 100 -6.3 3000 3.2 0 -1 0 0 1 1377102.25 4844.16 0.540225 53.29 36 0.8281 100 0.7569 225 10000 39.69 9000000 10.24 1616029490.4 337153.536 0.397065375 389.017 216 0.753571 1000 0.658503 3375 1000000 -250.047 27000000000 32.768 81675.6 862.5225 8566.55 7041 1067.885 11735 1020.945 17602.5 117350 -7393.05 3520500 3755.2 51.156 508.08 417.6 63.336 696 60.552 1044 6960 -438.48 208800 222.72 5.3655 4.41 0.66885 7.35 0.63945 11.025 73.5 -4.6305 2205 2.352 43.8 6.643 73 6.351 109.5 730 -45.99 21900 23.36 5.46 60 5.22 90 600 -37.8 18000 19.2 9.1 0.7917 13.65 91 -5.733 2730 2.912 8.7 150 1000 -63 30000 32 13.05 87 -5.481 2610 2.784 1500 -94.5 45000 48 -630 300000 320 -18900 -20.16 9600 -1173.5 -69.6 -0.735 -7.3 -6 -0.91 -10 -0.87 -15 -100 6.3 -3000 -3.2 0 0 0 -1 0 0 0 0 0 0 15 100 -6.3 0 0 3.2 0 0 0 0 0 0 0 -23.67862422 -17.75336432
1199.9 6.8 0.868 0.4 -6.7 0.9 -9.2 0.917 14 88 4.5 425 7.2 1 -1 1 0 0 1439760.01 46.24 0.753424 0.16 44.89 0.81 84.64 0.840889 196 7744 20.25 180625 51.84 1727568036 314.432 0.653972032 0.064 -300.763 0.729 -778.688 0.771095213 2744 681472 91.125 76765625 373.248 8159.32 1041.5132 479.96 -8039.33 1079.91 -11039.08 1100.3083 16798.6 105591.2 5399.55 509957.5 8639.28 5.9024 2.72 -45.56 6.12 -62.56 6.2356 95.2 598.4 30.6 2890 48.96 0.3472 -5.8156 0.7812 -7.9856 0.795956 12.152 76.384 3.906 368.9 6.2496 -2.68 0.36 -3.68 0.3668 5.6 35.2 1.8 170 2.88 -6.03 61.64 -6.1439 -93.8 -589.6 -30.15 -2847.5 -48.24 -8.28 0.8253 12.6 79.2 4.05 382.5 6.48 -8.4364 -128.8 -809.6 -41.4 -3910 -66.24 12.838 80.696 4.1265 389.725 6.6024 1232 63 5950 100.8 396 37400 633.6 1912.5 32.4 3060 -1199.9 -6.8 -0.868 -0.4 6.7 -0.9 9.2 -0.917 -14 -88 -4.5 -425 -7.2 -1 -1 0 0 14 88 4.5 0 0 0 0 0 0 7.2 0 0 1 0 0 14 88 425 6.8 -20.16307878 -17.03263791
1194.1 88 0.728 1.3 -6.4 0.9 -9.3 0.923 13 48 4.7 3000 2.7 0 -1 0 0 1 1425874.81 7744 0.529984 1.69 40.96 0.81 86.49 0.851929 169 2304 22.09 9000000 7.29 1702637110.6 681472 0.385828352 2.197 -262.144 0.729 -804.357 0.786330467 2197 110592 103.823 27000000000 19.683 105080.8 869.3048 1552.33 -7642.24 1074.69 -11105.13 1102.1543 15523.3 57316.8 5612.27 3582300 3224.07 64.064 114.4 -563.2 79.2 -818.4 81.224 1144 4224 413.6 264000 237.6 0.9464 -4.6592 0.6552 -6.7704 0.671944 9.464 34.944 3.4216 2184 1.9656 -8.32 1.17 -12.09 1.1999 16.9 62.4 6.11 3900 3.51 -5.76 59.52 -5.9072 -83.2 -307.2 -30.08 -19200 -17.28 -8.37 0.8307 11.7 43.2 4.23 2700 2.43 -8.5839 -120.9 -446.4 -43.71 -27900 -25.11 11.999 44.304 4.3381 2769 2.4921 624 61.1 39000 35.1 225.6 144000 129.6 14100 12.69 8100 -1194.1 -88 -0.728 -1.3 6.4 -0.9 9.3 -0.923 -13 -48 -4.7 -3000 -2.7 0 0 0 -1 0 0 0 0 0 0 13 48 4.7 0 0 2.7 0 0 0 0 0 0 0 -22.88782963 -18.354893
1176 3.6 0.669 9.9 -0.2 0.94 5.6 0.873 12 33 33.6 750 30.5 1 1 1 0 0 1382976 12.96 0.447561 98.01 0.04 0.8836 31.36 0.762129 144 1089 1128.96 562500 930.25 1626379776 46.656 0.299418309 970.299 -0.008 0.830584 175.616 0.665338617 1728 35937 37933.056 421875000 28372.625 4233.6 786.744 11642.4 -235.2 1105.44 6585.6 1026.648 14112 38808 39513.6 882000 35868 2.4084 35.64 -0.72 3.384 20.16 3.1428 43.2 118.8 120.96 2700 109.8 6.6231 -0.1338 0.62886 3.7464 0.584037 8.028 22.077 22.4784 501.75 20.4045 -1.98 9.306 55.44 8.6427 118.8 326.7 332.64 7425 301.95 -0.188 -1.12 -0.1746 -2.4 -6.6 -6.72 -150 -6.1 5.264 0.82062 11.28 31.02 31.584 705 28.67 4.8888 67.2 184.8 188.16 4200 170.8 10.476 28.809 29.3328 654.75 26.6265 396 403.2 9000 366 1108.8 24750 1006.5 25200 1024.8 22875 1176 3.6 0.669 9.9 -0.2 0.94 5.6 0.873 12 33 33.6 750 30.5 1 1 0 0 12 33 33.6 0 0 0 0 0 0 30.5 0 0 1 0 0 12 33 750 3.6 -18.87402393 -17.49523207
855.2 72.2 0.665 5 10 0.92 -6.9 0.853 12 41 31.3 3000 5.4 0 1 1 0 0 731367.04 5212.84 0.442225 25 100 0.8464 47.61 0.727609 144 1681 979.69 9000000 29.16 625465092.61 376367.048 0.294079625 125 1000 0.778688 -328.509 0.620650477 1728 68921 30664.297 27000000000 157.464 61745.44 568.708 4276 8552 786.784 -5900.88 729.4856 10262.4 35063.2 26767.76 2565600 4618.08 48.013 361 722 66.424 -498.18 61.5866 866.4 2960.2 2259.86 216600 389.88 3.325 6.65 0.6118 -4.5885 0.567245 7.98 27.265 20.8145 1995 3.591 50 4.6 -34.5 4.265 60 205 156.5 15000 27 9.2 -69 8.53 120 410 313 30000 54 -6.348 0.78476 11.04 37.72 28.796 2760 4.968 -5.8857 -82.8 -282.9 -215.97 -20700 -37.26 10.236 34.973 26.6989 2559 4.6062 492 375.6 36000 64.8 1283.3 123000 221.4 93900 169.02 16200 855.2 72.2 0.665 5 10 0.92 -6.9 0.853 12 41 31.3 3000 5.4 0 1 0 0 12 41 31.3 0 0 0 0 0 0 5.4 0 0 0 0 0 0 0 0 0 -20.69273663 -19.22208151
1181.9 46.4 0.677 9.9 9.4 0.93 -4.7 0.91 12 100 7.1 3000 24.2 0 -1 0 0 1 1396887.61 2152.96 0.458329 98.01 88.36 0.8649 22.09 0.8281 144 10000 50.41 9000000 585.64 1650981466.3 99897.344 0.310288733 970.299 830.584 0.804357 -103.823 0.753571 1728 1000000 357.911 27000000000 14172.488 54840.16 800.1463 11700.81 11109.86 1099.167 -5554.93 1075.529 14182.8 118190 8391.49 3545700 28601.98 31.4128 459.36 436.16 43.152 -218.08 42.224 556.8 4640 329.44 139200 1122.88 6.7023 6.3638 0.62961 -3.1819 0.61607 8.124 67.7 4.8067 2031 16.3834 93.06 9.207 -46.53 9.009 118.8 990 70.29 29700 239.58 8.742 -44.18 8.554 112.8 940 66.74 28200 227.48 -4.371 0.8463 11.16 93 6.603 2790 22.506 -4.277 -56.4 -470 -33.37 -14100 -113.74 10.92 91 6.461 2730 22.022 1200 85.2 36000 290.4 710 300000 2420 21300 171.82 72600 -1181.9 -46.4 -0.677 -9.9 -9.4 -0.93 4.7 -0.91 -12 -100 -7.1 -3000 -24.2 0 0 0 -1 0 0 0 0 0 0 12 100 7.1 0 0 24.2 0 0 0 0 0 0 0 -19.76775439 -16.60536752
1183.6 84.3 0.908 6.4 -9.7 0.9 -10 0.862 15 14 8.8 800 7.5 1 -1 0 1 0 1400908.96 7106.49 0.824464 40.96 94.09 0.81 100 0.743044 225 196 77.44 640000 56.25 1658115845.1 599077.107 0.748613312 262.144 -912.673 0.729 -1000 0.640503928 3375 2744 681.472 512000000 421.875 99777.48 1074.7088 7575.04 -11480.92 1065.24 -11836 1020.2632 17754 16570.4 10415.68 946880 8877 76.5444 539.52 -817.71 75.87 -843 72.6666 1264.5 1180.2 741.84 67440 632.25 5.8112 -8.8076 0.8172 -9.08 0.782696 13.62 12.712 7.9904 726.4 6.81 -62.08 5.76 -64 5.5168 96 89.6 56.32 5120 48 -8.73 97 -8.3614 -145.5 -135.8 -85.36 -7760 -72.75 -9 0.7758 13.5 12.6 7.92 720 6.75 -8.62 -150 -140 -88 -8000 -75 12.93 12.068 7.5856 689.6 6.465 210 132 12000 112.5 123.2 11200 105 7040 66 6000 -1183.6 -84.3 -0.908 -6.4 9.7 -0.9 10 -0.862 -15 -14 -8.8 -800 -7.5 -1 0 -1 0 0 0 0 15 14 8.8 0 0 0 0 7.5 0 0 1 0 15 14 800 84.3 -20.86817601 -15.63505241
1102 1.7 0.759 9.7 4 0.86 -7.4 0.886 15 95 9.5 3000 4.2 0 -1 0 0 1 1214404 2.89 0.576081 94.09 16 0.7396 54.76 0.784996 225 9025 90.25 9000000 17.64 1338273208 4.913 0.437245479 912.673 64 0.636056 -405.224 0.695506456 3375 857375 857.375 27000000000 74.088 1873.4 836.418 10689.4 4408 947.72 -8154.8 976.372 16530 104690 10469 3306000 4628.4 1.2903 16.49 6.8 1.462 -12.58 1.5062 25.5 161.5 16.15 5100 7.14 7.3623 3.036 0.65274 -5.6166 0.672474 11.385 72.105 7.2105 2277 3.1878 38.8 8.342 -71.78 8.5942 145.5 921.5 92.15 29100 40.74 3.44 -29.6 3.544 60 380 38 12000 16.8 -6.364 0.76196 12.9 81.7 8.17 2580 3.612 -6.5564 -111 -703 -70.3 -22200 -31.08 13.29 84.17 8.417 2658 3.7212 1425 142.5 45000 63 902.5 285000 399 28500 39.9 12600 -1102 -1.7 -0.759 -9.7 -4 -0.86 7.4 -0.886 -15 -95 -9.5 -3000 -4.2 0 0 0 -1 0 0 0 0 0 0 15 95 9.5 0 0 4.2 0 0 0 0 0 0 0 -21.6937488 -18.11909577
803.6 89.7 0.943 4.4 8.4 0.94 8.5 0.911 15 93 7.4 3000 9 0 -1 0 1 0 645772.96 8046.09 0.889249 19.36 70.56 0.8836 72.25 0.829921 225 8649 54.76 9000000 81 518943150.66 721734.273 0.838561807 85.184 592.704 0.830584 614.125 0.756058031 3375 804357 405.224 27000000000 729 72082.92 757.7948 3535.84 6750.24 755.384 6830.6 732.0796 12054 74734.8 5946.64 2410800 7232.4 84.5871 394.68 753.48 84.318 762.45 81.7167 1345.5 8342.1 663.78 269100 807.3 4.1492 7.9212 0.88642 8.0155 0.859073 14.145 87.699 6.9782 2829 8.487 36.96 4.136 37.4 4.0084 66 409.2 32.56 13200 39.6 7.896 71.4 7.6524 126 781.2 62.16 25200 75.6 7.99 0.85634 14.1 87.42 6.956 2820 8.46 7.7435 127.5 790.5 62.9 25500 76.5 13.665 84.723 6.7414 2733 8.199 1395 111 45000 135 688.2 279000 837 22200 66.6 27000 -803.6 -89.7 -0.943 -4.4 -8.4 -0.94 -8.5 -0.911 -15 -93 -7.4 -3000 -9 0 0 -1 0 0 0 0 15 93 7.4 0 0 0 0 9 0 0 0 0 0 0 0 0 -23.68208776 -17.83400581
930.9 82.3 0.865 9.9 -9.9 0.89 -9.9 0.922 12 62 13.8 3000 52.5 0 -1 0 1 0 866574.81 6773.29 0.748225 98.01 98.01 0.7921 98.01 0.850084 144 3844 190.44 9000000 2756.25 806694490.63 557441.767 0.647214625 970.299 -970.299 0.704969 -970.299 0.783777448 1728 238328 2628.072 27000000000 144703.125 76613.07 805.2285 9215.91 -9215.91 828.501 -9215.91 858.2898 11170.8 57715.8 12846.42 2792700 48872.25 71.1895 814.77 -814.77 73.247 -814.77 75.8806 987.6 5102.6 1135.74 246900 4320.75 8.5635 -8.5635 0.76985 -8.5635 0.79753 10.38 53.63 11.937 2595 45.4125 -98.01 8.811 -98.01 9.1278 118.8 613.8 136.62 29700 519.75 -8.811 98.01 -9.1278 -118.8 -613.8 -136.62 -29700 -519.75 -8.811 0.82058 10.68 55.18 12.282 2670 46.725 -9.1278 -118.8 -613.8 -136.62 -29700 -519.75 11.064 57.164 12.7236 2766 48.405 744 165.6 36000 630 855.6 186000 3255 41400 724.5 157500 -930.9 -82.3 -0.865 -9.9 9.9 -0.89 9.9 -0.922 -12 -62 -13.8 -3000 -52.5 0 0 -1 0 0 0 0 12 62 13.8 0 0 0 0 52.5 0 0 0 0 0 0 0 0 -18.94678922 -16.05137202
839.3 86.6 0.899 9.7 -9.9 0.91 -2.4 0.899 15 59 23.9 750 19.5 1 1 0 1 0 704424.49 7499.56 0.808201 94.09 98.01 0.8281 5.76 0.808201 225 3481 571.21 562500 380.25 591223474.46 649461.896 0.726572699 912.673 -970.299 0.753571 -13.824 0.726572699 3375 205379 13651.919 421875000 7414.875 72683.38 754.5307 8141.21 -8309.07 763.763 -2014.32 754.5307 12589.5 49518.7 20059.27 629475 16366.35 77.8534 840.02 -857.34 78.806 -207.84 77.8534 1299 5109.4 2069.74 64950 1688.7 8.7203 -8.9001 0.81809 -2.1576 0.808201 13.485 53.041 21.4861 674.25 17.5305 -96.03 8.827 -23.28 8.7203 145.5 572.3 231.83 7275 189.15 -9.009 23.76 -8.9001 -148.5 -584.1 -236.61 -7425 -193.05 -2.184 0.81809 13.65 53.69 21.749 682.5 17.745 -2.1576 -36 -141.6 -57.36 -1800 -46.8 13.485 53.041 21.4861 674.25 17.5305 885 358.5 11250 292.5 1410.1 44250 1150.5 17925 466.05 14625 839.3 86.6 0.899 9.7 -9.9 0.91 -2.4 0.899 15 59 23.9 750 19.5 1 0 1 0 0 0 0 15 59 23.9 0 0 0 0 19.5 0 0 1 0 15 59 750 86.6 -19.47738363 -17.78622256
900.4 89.3 0.868 1.9 9.7 0.94 9 0.893 14 94 2.1 450 39.4 1 -1 1 0 0 810720.16 7974.49 0.753424 3.61 94.09 0.8836 81 0.797449 196 8836 4.41 202500 1552.36 729972432.06 712121.957 0.653972032 6.859 912.673 0.830584 729 0.712121957 2744 830584 9.261 91125000 61162.984 80405.72 781.5472 1710.76 8733.88 846.376 8103.6 804.0572 12605.6 84637.6 1890.84 405180 35475.76 77.5124 169.67 866.21 83.942 803.7 79.7449 1250.2 8394.2 187.53 40185 3518.42 1.6492 8.4196 0.81592 7.812 0.775124 12.152 81.592 1.8228 390.6 34.1992 18.43 1.786 17.1 1.6967 26.6 178.6 3.99 855 74.86 9.118 87.3 8.6621 135.8 911.8 20.37 4365 382.18 8.46 0.83942 13.16 88.36 1.974 423 37.036 8.037 126 846 18.9 4050 354.6 12.502 83.942 1.8753 401.85 35.1842 1316 29.4 6300 551.6 197.4 42300 3703.6 945 82.74 17730 -900.4 -89.3 -0.868 -1.9 -9.7 -0.94 -9 -0.893 -14 -94 -2.1 -450 -39.4 -1 -1 0 0 14 94 2.1 0 0 0 0 0 0 39.4 0 0 1 0 0 14 94 450 89.3 -19.04039161 -16.24729359
1083 28.6 0.897 9.9 5.2 0.9 -9.9 0.908 15 34 27.3 3000 2.2 0 1 0 1 0 1172889 817.96 0.804609 98.01 27.04 0.81 98.01 0.824464 225 1156 745.29 9000000 4.84 1270238787 23393.656 0.721734273 970.299 140.608 0.729 -970.299 0.748613312 3375 39304 20346.417 27000000000 10.648 30973.8 971.451 10721.7 5631.6 974.7 -10721.7 983.364 16245 36822 29565.9 3249000 2382.6 25.6542 283.14 148.72 25.74 -283.14 25.9688 429 972.4 780.78 85800 62.92 8.8803 4.6644 0.8073 -8.8803 0.814476 13.455 30.498 24.4881 2691 1.9734 51.48 8.91 -98.01 8.9892 148.5 336.6 270.27 29700 21.78 4.68 -51.48 4.7216 78 176.8 141.96 15600 11.44 -8.91 0.8172 13.5 30.6 24.57 2700 1.98 -8.9892 -148.5 -336.6 -270.27 -29700 -21.78 13.62 30.872 24.7884 2724 1.9976 510 409.5 45000 33 928.2 102000 74.8 81900 60.06 6600 1083 28.6 0.897 9.9 5.2 0.9 -9.9 0.908 15 34 27.3 3000 2.2 0 0 1 0 0 0 0 15 34 27.3 0 0 0 0 2.2 0 0 0 0 0 0 0 0 -28.38966728 -19.4154737
885.1 34.4 0.694 0.6 5.7 0.89 9.7 0.879 15 27 30.6 3000 69.4 0 1 1 0 0 783402.01 1183.36 0.481636 0.36 32.49 0.7921 94.09 0.772641 225 729 936.36 9000000 4816.36 693389119.05 40707.584 0.334255384 0.216 185.193 0.704969 912.673 0.679151439 3375 19683 28652.616 27000000000 334255.384 30447.44 614.2594 531.06 5045.07 787.739 8585.47 778.0029 13276.5 23897.7 27084.06 2655300 61425.94 23.8736 20.64 196.08 30.616 333.68 30.2376 516 928.8 1052.64 103200 2387.36 0.4164 3.9558 0.61766 6.7318 0.610026 10.41 18.738 21.2364 2082 48.1636 3.42 0.534 5.82 0.5274 9 16.2 18.36 1800 41.64 5.073 55.29 5.0103 85.5 153.9 174.42 17100 395.58 8.633 0.78231 13.35 24.03 27.234 2670 61.766 8.5263 145.5 261.9 296.82 29100 673.18 13.185 23.733 26.8974 2637 61.0026 405 459 45000 1041 826.2 81000 1873.8 91800 2123.64 208200 885.1 34.4 0.694 0.6 5.7 0.89 9.7 0.879 15 27 30.6 3000 69.4 0 1 0 0 15 27 30.6 0 0 0 0 0 0 69.4 0 0 0 0 0 0 0 0 0 -18.98332612 -16.9108422
992.7 13.1 0.924 1.2 -8.7 0.85 9.9 0.922 12 76 -3.5 3000 16 0 -1 0 0 1 985453.29 171.61 0.853776 1.44 75.69 0.7225 98.01 0.850084 144 5776 12.25 9000000 256 978259480.98 2248.091 0.788889024 1.728 -658.503 0.614125 970.299 0.783777448 1728 438976 -42.875 27000000000 4096 13004.37 917.2548 1191.24 -8636.49 843.795 9827.73 915.2694 11912.4 75445.2 -3474.45 2978100 15883.2 12.1044 15.72 -113.97 11.135 129.69 12.0782 157.2 995.6 -45.85 39300 209.6 1.1088 -8.0388 0.7854 9.1476 0.851928 11.088 70.224 -3.234 2772 14.784 -10.44 1.02 11.88 1.1064 14.4 91.2 -4.2 3600 19.2 -7.395 -86.13 -8.0214 -104.4 -661.2 30.45 -26100 -139.2 8.415 0.7837 10.2 64.6 -2.975 2550 13.6 9.1278 118.8 752.4 -34.65 29700 158.4 11.064 70.072 -3.227 2766 14.752 912 -42 36000 192 -266 228000 1216 -10500 -56 48000 -992.7 -13.1 -0.924 -1.2 8.7 -0.85 -9.9 -0.922 -12 -76 3.5 -3000 -16 0 0 0 -1 0 0 0 0 0 0 12 76 -3.5 0 0 16 0 0 0 0 0 0 0 -20.64076462 -15.79023179
1025.8 19.7 0.684 2.3 9.6 0.86 -7.9 0.908 13 71 -0.1 3000 1 1 -1 1 0 0 1052265.64 388.09 0.467856 5.29 92.16 0.7396 62.41 0.824464 169 5041 0.01 9000000 1 1079414093.5 7645.373 0.320013504 12.167 884.736 0.636056 -493.039 0.748613312 2197 357911 -0.001 27000000000 1 20208.26 701.6472 2359.34 9847.68 882.188 -8103.82 931.4264 13335.4 72831.8 -102.58 3077400 1025.8 13.4748 45.31 189.12 16.942 -155.63 17.8876 256.1 1398.7 -1.97 59100 19.7 1.5732 6.5664 0.58824 -5.4036 0.621072 8.892 48.564 -0.0684 2052 0.684 22.08 1.978 -18.17 2.0884 29.9 163.3 -0.23 6900 2.3 8.256 -75.84 8.7168 124.8 681.6 -0.96 28800 9.6 -6.794 0.78088 11.18 61.06 -0.086 2580 0.86 -7.1732 -102.7 -560.9 0.79 -23700 -7.9 11.804 64.468 -0.0908 2724 0.908 923 -1.3 39000 13 -7.1 213000 71 -300 -0.1 3000 -1025.8 -19.7 -0.684 -2.3 -9.6 -0.86 7.9 -0.908 -13 -71 0.1 -3000 -1 -1 -1 0 0 13 71 -0.1 0 0 0 0 0 0 1 0 0 1 0 0 13 71 3000 19.7 -26.82633256 -21.60491363
1084.4 89.6 0.845 0.7 9.7 0.88 7.8 0.89 12 74 -3.5 750 7.3 1 -1 0 0 1 1175923.36 8028.16 0.714025 0.49 94.09 0.7744 60.84 0.7921 144 5476 12.25 562500 53.29 1275171291.6 719323.136 0.603351125 0.343 912.673 0.681472 474.552 0.704969 1728 405224 -42.875 421875000 389.017 97162.24 916.318 759.08 10518.68 954.272 8458.32 965.116 13012.8 80245.6 -3795.4 813300 7916.12 75.712 62.72 869.12 78.848 698.88 79.744 1075.2 6630.4 -313.6 67200 654.08 0.5915 8.1965 0.7436 6.591 0.75205 10.14 62.53 -2.9575 633.75 6.1685 6.79 0.616 5.46 0.623 8.4 51.8 -2.45 525 5.11 8.536 75.66 8.633 116.4 717.8 -33.95 7275 70.81 6.864 0.7832 10.56 65.12 -3.08 660 6.424 6.942 93.6 577.2 -27.3 5850 56.94 10.68 65.86 -3.115 667.5 6.497 888 -42 9000 87.6 -259 55500 540.2 -2625 -25.55 5475 -1084.4 -89.6 -0.845 -0.7 -9.7 -0.88 -7.8 -0.89 -12 -74 3.5 -750 -7.3 -1 0 0 -1 0 0 0 0 0 0 12 74 -3.5 0 0 7.3 0 0 1 12 74 750 89.6 -20.42687182 -16.65646378
818.5 81.7 0.724 9.6 -9.9 0.87 6.6 0.856 12 32 31.8 3000 29.6 0 1 1 0 0 669942.25 6674.89 0.524176 92.16 98.01 0.7569 43.56 0.732736 144 1024 1011.24 9000000 876.16 548347731.63 545338.513 0.379503424 884.736 -970.299 0.658503 287.496 0.627222016 1728 32768 32157.432 27000000000 25934.336 66871.45 592.594 7857.6 -8103.15 712.095 5402.1 700.636 9822 26192 26028.3 2455500 24227.6 59.1508 784.32 -808.83 71.079 539.22 69.9352 980.4 2614.4 2598.06 245100 2418.32 6.9504 -7.1676 0.62988 4.7784 0.619744 8.688 23.168 23.0232 2172 21.4304 -95.04 8.352 63.36 8.2176 115.2 307.2 305.28 28800 284.16 -8.613 -65.34 -8.4744 -118.8 -316.8 -314.82 -29700 -293.04 5.742 0.74472 10.44 27.84 27.666 2610 25.752 5.6496 79.2 211.2 209.88 19800 195.36 10.272 27.392 27.2208 2568 25.3376 384 381.6 36000 355.2 1017.6 96000 947.2 95400 941.28 88800 818.5 81.7 0.724 9.6 -9.9 0.87 6.6 0.856 12 32 31.8 3000 29.6 0 1 0 0 12 32 31.8 0 0 0 0 0 0 29.6 0 0 0 0 0 0 0 0 0 -18.62635281 -16.96206572
858.5 29.9 0.704 1.1 -6.8 0.91 9.5 0.857 14 45 32.9 750 59.5 1 1 0 0 1 737022.25 894.01 0.495616 1.21 46.24 0.8281 90.25 0.734449 196 2025 1082.41 562500 3540.25 632733601.63 26730.899 0.348913664 1.331 -314.432 0.753571 857.375 0.629422793 2744 91125 35611.289 421875000 210644.875 25669.15 604.384 944.35 -5837.8 781.235 8155.75 735.7345 12019 38632.5 28244.65 643875 51080.75 21.0496 32.89 -203.32 27.209 284.05 25.6243 418.6 1345.5 983.71 22425 1779.05 0.7744 -4.7872 0.64064 6.688 0.603328 9.856 31.68 23.1616 528 41.888 -7.48 1.001 10.45 0.9427 15.4 49.5 36.19 825 65.45 -6.188 -64.6 -5.8276 -95.2 -306 -223.72 -5100 -404.6 8.645 0.77987 12.74 40.95 29.939 682.5 54.145 8.1415 133 427.5 312.55 7125 565.25 11.998 38.565 28.1953 642.75 50.9915 630 460.6 10500 833 1480.5 33750 2677.5 24675 1957.55 44625 858.5 29.9 0.704 1.1 -6.8 0.91 9.5 0.857 14 45 32.9 750 59.5 1 0 0 1 0 0 0 0 0 0 14 45 32.9 0 0 59.5 0 0 1 14 45 750 29.9 -19.30402038 -18.91826114
1077.4 87.6 0.873 9.7 6.9 0.85 -9.9 0.924 15 71 21.8 425 29.4 1 1 0 0 1 1160790.76 7673.76 0.762129 94.09 47.61 0.7225 98.01 0.853776 225 5041 475.24 180625 864.36 1250635964.8 672221.376 0.665338617 912.673 328.509 0.614125 -970.299 0.788889024 3375 357911 10360.232 76765625 25412.184 94380.24 940.5702 10450.78 7434.06 915.79 -10666.26 995.5176 16161 76495.4 23487.32 457895 31675.56 76.4748 849.72 604.44 74.46 -867.24 80.9424 1314 6219.6 1909.68 37230 2575.44 8.4681 6.0237 0.74205 -8.6427 0.806652 13.095 61.983 19.0314 371.025 25.6662 66.93 8.245 -96.03 8.9628 145.5 688.7 211.46 4122.5 285.18 5.865 -68.31 6.3756 103.5 489.9 150.42 2932.5 202.86 -8.415 0.7854 12.75 60.35 18.53 361.25 24.99 -9.1476 -148.5 -702.9 -215.82 -4207.5 -291.06 13.86 65.604 20.1432 392.7 27.1656 1065 327 6375 441 1547.8 30175 2087.4 9265 640.92 12495 1077.4 87.6 0.873 9.7 6.9 0.85 -9.9 0.924 15 71 21.8 425 29.4 1 0 0 1 0 0 0 0 0 0 15 71 21.8 0 0 29.4 0 0 1 15 71 425 87.6 -18.52094317 -17.81200272
854.3 82 0.715 9.2 -9.3 0.93 0.7 0.926 12 86 2.2 3000 2.2 0 -1 0 0 1 729828.49 6724 0.511225 84.64 86.49 0.8649 0.49 0.857476 144 7396 4.84 9000000 4.84 623492479.01 551368 0.365525875 778.688 -804.357 0.804357 0.343 0.794022776 1728 636056 10.648 27000000000 10.648 70052.6 610.8245 7859.56 -7944.99 794.499 598.01 791.0818 10251.6 73469.8 1879.46 2562900 1879.46 58.63 754.4 -762.6 76.26 57.4 75.932 984 7052 180.4 246000 180.4 6.578 -6.6495 0.66495 0.5005 0.66209 8.58 61.49 1.573 2145 1.573 -85.56 8.556 6.44 8.5192 110.4 791.2 20.24 27600 20.24 -8.649 -6.51 -8.6118 -111.6 -799.8 -20.46 -27900 -20.46 0.651 0.86118 11.16 79.98 2.046 2790 2.046 0.6482 8.4 60.2 1.54 2100 1.54 11.112 79.636 2.0372 2778 2.0372 1032 26.4 36000 26.4 189.2 258000 189.2 6600 4.84 6600 -854.3 -82 -0.715 -9.2 9.3 -0.93 -0.7 -0.926 -12 -86 -2.2 -3000 -2.2 0 0 0 -1 0 0 0 0 0 0 12 86 2.2 0 0 2.2 0 0 0 0 0 0 0 -23.93046016 -18.9719812
943.4 3 0.657 7.8 -9 0.93 9.7 0.886 13 96 23.3 3000 30.2 0 1 0 1 0 890003.56 9 0.431649 60.84 81 0.8649 94.09 0.784996 169 9216 542.89 9000000 912.04 839629358.5 27 0.283593393 474.552 -729 0.804357 912.673 0.695506456 2197 884736 12649.337 27000000000 27543.608 2830.2 619.8138 7358.52 -8490.6 877.362 9150.98 835.8524 12264.2 90566.4 21981.22 2830200 28490.68 1.971 23.4 -27 2.79 29.1 2.658 39 288 69.9 9000 90.6 5.1246 -5.913 0.61101 6.3729 0.582102 8.541 63.072 15.3081 1971 19.8414 -70.2 7.254 75.66 6.9108 101.4 748.8 181.74 23400 235.56 -8.37 -87.3 -7.974 -117 -864 -209.7 -27000 -271.8 9.021 0.82398 12.09 89.28 21.669 2790 28.086 8.5942 126.1 931.2 226.01 29100 292.94 11.518 85.056 20.6438 2658 26.7572 1248 302.9 39000 392.6 2236.8 288000 2899.2 69900 703.66 90600 943.4 3 0.657 7.8 -9 0.93 9.7 0.886 13 96 23.3 3000 30.2 0 0 1 0 0 0 0 13 96 23.3 0 0 0 0 30.2 0 0 0 0 0 0 0 0 -20.86586681 -20.84588555
